Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP_growth
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.97039880954841
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.18122099961562
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.62860957024193
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.97576072924863
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.79204467466494
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,9.56418964295607
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.84476536928575
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.5433347260378
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.19240962968416
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.35336455965106
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.29141999417021
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.51430597113571
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.823045267489704
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.472642030911146
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.65506966811928
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.15990261658827
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,8.12889488100956
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,10.3000053426788
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.8226112492757
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.78899162146706
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-5.66750850486686
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.09214912017283
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.43867566948151
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.0527281828800312
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.07985149125689
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.890099909173486
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.73449154571284
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.47631841025758
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.79609070564942
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.84291391050387
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.00347347755732
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.36480330584141
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.51027134544685
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.27197601620695
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.24165035492055
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.14241842009484
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.94568182094561
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.55579179719419
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.06978590134916
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.25609876832121
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.83775741504488
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.79538341898569
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,9.31125930624903
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.75850524578875
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-1.81975035118309
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.19494882908376
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.27659595115593
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.66785904106857
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.997123062335191
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.47359815449045
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.67533175166503
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.10000000257358
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.83795817364721
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.73993722377884
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.99690369958998
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.54609929078013
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.220941147299996
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.15963574012777
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-4.71222376490107
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.01747161889023
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.8925308726989
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.903028464073813
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.45515592012239
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,32.4918021862688
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.3796285677149
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.88982523332572
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.47817465594949
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.0386972177858
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.4606812707036
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.45719053900642
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.33999436113508
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-3.13817493733471
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.30401396529471
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.28259695120761
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.31718766293677
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.31247593587459
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,9.8600273155359
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-8.00000324038295
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.05789816173446
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-3.04412148638065
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.17561205106279
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.93330759462793
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,7.05453901381581
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.95724359651095
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.87172853327193
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.73379823757942
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.3758266172181
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.08177273813243
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.30545608438166
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,10.8692692319326
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.13610824360305
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.12195637092995
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.71646527572034
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.63687638694772
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,23.1707317073171
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.63820737310658
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.27054567904293
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.93798380632353
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.00000000038216
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.81272240983328
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.50284496236797
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-1.02725082701774
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.00536078615544
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.80588661910221
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.63138368138509
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.91090251315005
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.46374628510146
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,8.97727935643466
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-6.34920634920609
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.39728250444887
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.58610547344895
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.304057565922449
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.76330819546558
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.43262590683975
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.59114887414709
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.51883544233135
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.93098832521765
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-3.53960966207958
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.53461081750459
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.14001757409446
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.6152836623985
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-2.88521838398481
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.5063452848124
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.81007885554041
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.41936756294787
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.0055017910708
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.46508650194241
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.37450238290198
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-1.49760470227838
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,8.19650650309624
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.82579006401834
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.9181656502967
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.50264099306672
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.911048655580274
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.70925628476644
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,7.4074861863013
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.51292631770927
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.07534803424636
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.75380321400363
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.24761908134138
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.258265466508817
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,9.50728660651559
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.10116384741241
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.48003006546065
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.4842832882705
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.24285823264236
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.11296860682981
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.56603782534897
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.93806867784903
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.81538063231366
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.56792452526476
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.0265781557498
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-7.53521399882428
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.95416218794271
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-0.723281777470547
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-2.5
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-2.98869598553931
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.70740565027259
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.29253214633275
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.00813326162304
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.1776810321001
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,7.10000041864309
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.50000004682975
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.99124100567356
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-3.1445700238548
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.13894693829036
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.32243254438831
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.50264099306672
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.4842832882705
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-4.80082842878679
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.23783867965943
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,7.50199748917491
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.44839285714286
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.76227716834148
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.13140551723596
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.35997228099491
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.35474335314659
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.74037649262446
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.45762230356996
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.39527463456371
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.44883063367161
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-0.735294117647058
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.94019037359206
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.31730538443077
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.46023911788988
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.40628239971301
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.82565565298054
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-5.07179563883867
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.15794695181735
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.52586277033151
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.08026390333053
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.38173018636276
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.681718104162
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.18922812944517
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.84264500273268
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-1.31636168896895
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.01934561695576
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.58876549046354
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.62315703654876
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.31391388153578
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-2.61739646282038
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.19999999965324
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.6711185308848
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.95318609219737
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.90636311509867
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.42538536088061
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.49999999999999
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.60993542127714
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.79294519302076
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.69725362180888
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.60456906812341
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,7.31941263014136
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.69490655338835
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.28945960664879
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.62988985993933
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.82749920546897
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.14963949909348
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.05559823069711
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-0.432801300339307
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.22362365271844
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.783666761634
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-0.746352496702428
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,0.0522377907767719
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.50187185732737
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.18809355373698
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.78944359275462
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.74296343112555
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.94640018271339
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.86044579461633
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.06644673893601
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.99002947521676
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.7497738324959
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.84314605898469
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.95551423892049
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.82112109969025
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-2.30431780125842
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.56432428277704
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.6424511379732
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.70696460651756
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.61590440285156
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.89116347683975
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.24794854086232
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-2.10411133101029
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.26726567162505
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.647664895964
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.22008806955105
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,0.981232606004738
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.7744168883374
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.54758441831531
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.98953731496432
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.98252758458058
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.40000000013293
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.52499175086045
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.84020966703507
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.75915481378036
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.5134921058027
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.13444056000746
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.044295546927
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.33110861887155
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.78893526039165
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.28446941947622
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.78420084952826
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.81614779681703
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.06690196954229
